"player","pos","age","team","games_played","games_started","min","fg","fga","fg_perc","threes_made","threes_att","threes_perc","twos_made","twos_att","twos_perc","efg_perc","ft","fta","ft_perc","o_reb","d_reb","tot_reb","ast","stl","blk","tover","fouls","pts","year","height","weight","college","yr_start","yr_retire","rookie","miss","eff","prim_pos","pos_num","year_exp"
"Rasheed Wallace","C",32,"DET",75,72,32.3,4.8,11.2,0.423,1.4,3.9,0.351,3.4,7.3,0.463,0.485,1.4,1.8,0.788,1.2,6,7.2,1.7,1,1.6,1.3,3,12.3,2006,82,225,"UNC",1996,2013,"Not Rookie",6.4,16.1,"C",5,10
"Sean May","PF",22,"CHO",35,8,23.9,4.7,9.4,0.5,0.1,0.1,0.667,4.6,9.3,0.498,0.503,2.5,3.2,0.768,2.1,4.6,6.7,1.9,0.5,0.7,1.6,2.9,11.9,2006,81,266,"UNC",2006,2010,"Rookie",4.7,15.4,"PF",4,0
"Shammond Williams","PG",31,"LAL",30,0,11.5,1.2,2.9,0.407,0.7,1.7,0.4,0.5,1.2,0.417,0.523,0.1,0.2,0.667,0.4,1,1.3,1,0.4,0,0.4,0.7,3.1,2006,73,201,"UNC",1999,2007,"Not Rookie",1.7,3.7,"PG",1,7
"Antawn Jamison","PF",31,"WAS",79,79,38.7,7.8,17.9,0.436,1.5,4.5,0.339,6.3,13.5,0.468,0.478,4.2,5.5,0.76,2.7,7.5,10.2,1.5,1.3,0.4,1.4,2.5,21.4,2007,80,223,"UNC",1999,2014,"Not Rookie",10.1,23.3,"PF",4,8
"Brendan Haywood","C",28,"WAS",80,80,27.9,4,7.5,0.528,0,0,0,4,7.5,0.528,0.528,2.7,3.7,0.735,3.4,3.8,7.2,0.9,0.4,1.7,1.4,2.7,10.6,2007,84,268,"UNC",2002,2015,"Not Rookie",3.5,15.9,"C",5,5
"Jeff McInnis","PG",33,"CHO",54,26,26.1,2,4.6,0.434,0.1,0.4,0.158,1.9,4.3,0.457,0.44,0.4,0.6,0.767,0.3,1.5,1.8,4.1,0.4,0.1,1.4,2.2,4.5,2007,76,190,"UNC",1997,2008,"Not Rookie",2.6,6.9,"PG",1,10
"Jerry Stackhouse","SG",33,"DAL",58,13,24.3,3.7,9.1,0.405,1,3.2,0.326,2.6,5.9,0.447,0.462,2.3,2.6,0.892,0.6,1.7,2.3,2.5,0.5,0.2,1.5,1.4,10.7,2007,78,218,"UNC",1996,2013,"Not Rookie",5.4,9.3,"SG",2,11
"Rashad McCants","SG",23,"MIN",75,24,26.9,5.7,12.6,0.453,1.9,4.7,0.407,3.8,7.9,0.481,0.529,1.5,2.1,0.748,0.7,2.1,2.7,2.2,0.9,0.2,2.3,3.1,14.9,2007,76,207,"UNC",2006,2009,"Not Rookie",6.9,11.7,"SG",2,1
"Rasheed Wallace","C",33,"DET",77,76,30.5,4.9,11.3,0.432,1.5,4.1,0.356,3.4,7.2,0.476,0.497,1.5,1.9,0.767,1.1,5.5,6.6,1.8,1.2,1.7,1.1,2.8,12.7,2007,82,225,"UNC",1996,2013,"Not Rookie",6.4,16.5,"C",5,11
"Antawn Jamison","PF",32,"WAS",81,81,38.2,8.3,17.8,0.468,1.4,3.9,0.351,6.9,13.9,0.501,0.507,4.2,5.6,0.754,2.4,6.5,8.9,1.9,1.2,0.3,1.5,2.7,22.2,2008,80,223,"UNC",1999,2014,"Not Rookie",9.5,23.5,"PF",4,9
"Brendan Haywood","C",29,"WAS",6,5,29.2,4,8.3,0.48,0,0,0,4,8.3,0.48,0.48,1.7,3.5,0.476,2.2,5.2,7.3,1.3,0.7,2.5,1.5,2.3,9.7,2008,84,268,"UNC",2002,2015,"Not Rookie",4.3,15.7,"C",5,6
"Jawad Williams","SF",25,"CLE",10,0,2,0.5,1.2,0.417,0.2,0.6,0.333,0.3,0.6,0.5,0.5,0,0,0,0.1,0.1,0.2,0,0.1,0,0.1,0.2,1.2,2008,81,218,"UNC",2009,2011,"Not Rookie",0.7,0.7,"SF",3,-1
"Jerry Stackhouse","SG",34,"DAL",10,1,16.2,1.6,6,0.267,0.3,1.9,0.158,1.3,4.1,0.317,0.292,0.7,0.7,1,0.5,1.2,1.7,1.2,0.4,0.1,0.9,0.6,4.2,2008,78,218,"UNC",1996,2013,"Not Rookie",4.4,2.3,"SG",2,12
"Rashad McCants","SG",24,"TOT",58,3,19,3.3,8.4,0.393,1.1,3.3,0.333,2.2,5.2,0.431,0.458,1.8,2.4,0.759,0.4,1.5,1.9,1.2,0.8,0.2,1.1,1.8,9.6,2008,76,207,"UNC",2006,2009,"Not Rookie",5.1,7.5,"SG",2,2
"Rasheed Wallace","C",34,"DET",66,63,32.2,4.6,10.9,0.419,1.7,4.8,0.354,2.9,6.1,0.471,0.498,1.2,1.5,0.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3,12,2008,82,225,"UNC",1996,2013,"Not Rookie",6.3,15.8,"C",5,12
"Sean May","PF",24,"CHO",24,12,12.5,1.6,4.1,0.398,0,0,1,1.6,4,0.392,0.403,0.6,0.8,0.7,0.8,2,2.9,0.4,0.2,0.2,1.1,1.3,3.9,2008,81,266,"UNC",2006,2010,"Not Rookie",2.5,4,"PF",4,2
"Antawn Jamison","PF",33,"TOT",66,64,36.5,7.2,15.7,0.461,1.3,3.7,0.344,6,12,0.498,0.502,2.9,4.5,0.647,2.1,6.3,8.4,1.3,1.1,0.3,1.4,2.7,18.7,2009,80,223,"UNC",1999,2014,"Not Rookie",8.5,19.9,"PF",4,10
"Brendan Haywood","C",30,"TOT",77,67,30.6,3.6,6.4,0.562,0,0,0,3.6,6.4,0.563,0.562,2,3.2,0.62,3.6,5.7,9.3,0.6,0.3,2.1,1.3,2.7,9.1,2009,84,268,"UNC",2002,2015,"Not Rookie",2.8,17.3,"C",5,7
"Jawad Williams","PG",26,"CLE",54,6,13.7,1.5,3.8,0.393,0.6,1.7,0.323,0.9,2.1,0.451,0.466,0.6,0.8,0.711,0.3,1.2,1.5,0.6,0.2,0.1,0.3,1.4,4.1,2009,81,218,"UNC",2009,2011,"Rookie",2.3,3.9,"PG",1,0
"Jerry Stackhouse","SG",35,"MIL",42,0,20.4,3.1,7.5,0.408,1.1,3.1,0.346,2,4.4,0.452,0.479,1.3,1.6,0.797,0.5,1.9,2.4,1.7,0.5,0.2,1.6,1.3,8.5,2009,78,218,"UNC",1996,2013,"Not Rookie",4.4,7.3,"SG",2,13
"Rasheed Wallace","C",35,"BOS",79,13,22.5,3.4,8.2,0.409,1,3.7,0.283,2.3,4.6,0.511,0.472,1.2,1.6,0.768,0.5,3.6,4.1,1,1,0.9,0.8,2.8,9,2009,82,225,"UNC",1996,2013,"Not Rookie",4.8,10.4,"C",5,13
"Sean May","C",25,"SAC",37,4,8.9,1.4,3,0.459,0,0.1,0,1.4,2.9,0.477,0.459,0.6,0.9,0.656,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1.2,3.3,2009,81,266,"UNC",2006,2010,"Not Rookie",1.6,4.1,"C",5,3
"Tyler Hansbrough","PF",24,"IND",29,1,17.6,2.8,7.8,0.36,0,0.1,0,2.8,7.6,0.367,0.36,2.9,3.9,0.743,2.1,2.7,4.8,1,0.6,0.3,0.7,2.4,8.5,2009,81,250,"UNC",2010,2016,"Not Rookie",5,9.5,"PF",4,-1
"Antawn Jamison","PF",34,"CLE",56,38,32.9,6.7,15.6,0.427,1.6,4.7,0.346,5.1,10.9,0.462,0.479,3.1,4.2,0.731,1.5,5.2,6.7,1.7,0.9,0.5,1.4,2.4,18,2010,80,223,"UNC",1999,2014,"Not Rookie",8.9,17.5,"PF",4,11
"Brendan Haywood","C",31,"DAL",72,8,18.5,1.8,3.1,0.574,0,0,0,1.8,3.1,0.577,0.574,0.9,2.5,0.362,1.8,3.4,5.2,0.3,0.2,1,0.7,2,4.4,2010,84,268,"UNC",2002,2015,"Not Rookie",1.3,9.1,"C",5,8
"Jawad Williams","SF",27,"CLE",26,1,15,1.6,4.8,0.325,0.5,1.7,0.289,1.1,3.1,0.346,0.377,0.3,0.5,0.75,0.3,1.6,1.8,0.8,0.3,0.1,0.6,1.3,4,2010,81,218,"UNC",2009,2011,"Not Rookie",3.2,3.2,"SF",3,1
"Jerry Stackhouse","SG",36,"MIA",7,1,7.1,0.4,1.7,0.25,0.1,0.6,0.25,0.3,1.1,0.25,0.292,0.7,1,0.714,0.1,0.9,1,0.4,0,0.3,0.3,0.4,1.7,2010,78,218,"UNC",1996,2013,"Not Rookie",1.3,1.8,"SG",2,14
"Tyler Hansbrough","PF",25,"IND",70,29,21.9,4.1,8.8,0.465,0,0,0,4.1,8.7,0.466,0.465,2.8,3.6,0.779,2.1,3.2,5.2,0.6,0.5,0.2,1.1,2.3,11,2010,81,250,"UNC",2010,2016,"Rookie",4.7,11.7,"PF",4,0
"Antawn Jamison","PF",35,"CLE",65,65,33.1,6.5,16.1,0.403,1.4,4.1,0.341,5.1,12,0.425,0.447,2.8,4.2,0.683,1.9,4.4,6.3,2,0.8,0.7,1.4,2.5,17.2,2011,80,223,"UNC",1999,2014,"Not Rookie",9.6,16,"PF",4,12
"Brendan Haywood","C",32,"DAL",54,54,21.2,2.2,4.2,0.518,0,0,0,2.2,4.2,0.518,0.518,0.8,1.8,0.469,2.6,3.4,6,0.4,0.4,1,0.9,2.2,5.2,2011,84,268,"UNC",2002,2015,"Not Rookie",2,10.1,"C",5,9
"Jerry Stackhouse","SF",37,"ATL",30,0,9.1,1.2,3.3,0.37,0.4,1.3,0.342,0.8,2.1,0.387,0.435,0.7,0.8,0.913,0.2,0.6,0.8,0.5,0.3,0.1,0.4,0.4,3.6,2011,78,218,"UNC",1996,2013,"Not Rookie",2.1,2.8,"SF",3,15
"Tyler Hansbrough","PF",26,"IND",66,0,21.8,2.9,7.3,0.405,0,0,0,2.9,7.2,0.406,0.405,3.4,4.2,0.813,1.7,2.7,4.4,0.5,0.8,0.1,1,2.4,9.3,2011,81,250,"UNC",2010,2016,"Not Rookie",4.4,9.7,"PF",4,1
"Antawn Jamison","PF",36,"LAL",76,6,21.5,3.5,7.6,0.464,1.1,3.1,0.361,2.4,4.5,0.535,0.537,1.2,1.8,0.691,1.4,3.3,4.8,0.7,0.4,0.3,0.7,1.6,9.4,2012,80,223,"UNC",1999,2014,"Not Rookie",4.1,10.8,"PF",4,13
"Brendan Haywood","C",33,"CHO",61,17,19,1.5,3.5,0.431,0,0,0,1.5,3.5,0.433,0.431,0.5,1.1,0.455,2,2.7,4.8,0.5,0.3,0.8,0.8,2,3.5,2012,84,268,"UNC",2002,2015,"Not Rookie",2,7.1,"C",5,10
"Jerry Stackhouse","SF",38,"BRK",37,0,14.7,1.8,4.6,0.384,0.8,2.4,0.337,1,2.2,0.434,0.471,0.5,0.6,0.87,0.1,0.8,0.9,0.9,0.2,0.1,0.6,0.8,4.9,2012,78,218,"UNC",1996,2013,"Not Rookie",2.8,3.6,"SF",3,16
"Kendall Marshall","PG",21,"PHO",48,3,14.6,1.2,3.1,0.371,0.5,1.5,0.315,0.7,1.6,0.423,0.447,0.2,0.3,0.571,0.1,0.8,0.9,3,0.5,0.1,1.2,1,3,2012,76,200,"UNC",2013,2016,"Not Rookie",1.9,4.4,"PG",1,-1
"Rasheed Wallace","C",38,"NYK",21,0,14.1,2.6,6.8,0.387,1,3.3,0.319,1.6,3.5,0.452,0.465,0.7,1,0.7,0.5,3.4,4,0.3,0.6,0.7,0.5,1.9,7,2012,82,225,"UNC",1996,2013,"Not Rookie",4.2,7.9,"C",5,16
"Tyler Hansbrough","PF",27,"IND",81,8,16.9,2.2,5,0.432,0,0,0,2.2,5,0.436,0.432,2.7,3.7,0.72,2,2.6,4.6,0.4,0.4,0.2,1,1.9,7,2012,81,250,"UNC",2010,2016,"Not Rookie",2.8,8.8,"PF",4,2
"Antawn Jamison","PF",37,"LAC",22,0,11.3,1.3,4.2,0.315,0.4,1.9,0.195,1,2.3,0.412,0.359,0.8,1.1,0.72,0.4,2.1,2.5,0.3,0.4,0.1,0.3,1.3,3.8,2013,80,223,"UNC",1999,2014,"Not Rookie",2.9,3.9,"PF",4,14
"Kendall Marshall","PG",22,"LAL",54,45,29,3.1,7.8,0.406,1.3,3.3,0.399,1.8,4.5,0.411,0.49,0.4,0.7,0.528,0.3,2.6,2.9,8.8,0.9,0.1,2.8,1.4,8,2013,76,200,"UNC",2013,2016,"Rookie",4.7,13.2,"PG",1,0
"Tyler Hansbrough","PF",28,"TOR",64,4,15.3,1.5,3.1,0.474,0,0,0,1.5,3,0.479,0.474,2,2.9,0.681,1.9,2.6,4.5,0.3,0.4,0.3,0.7,2.1,4.9,2013,81,250,"UNC",2010,2016,"Not Rookie",1.6,8.1,"PF",4,3
"Brendan Haywood","C",35,"CLE",22,1,5.4,0.6,1.4,0.467,0,0,0,0.6,1.4,0.467,0.467,0.3,0.6,0.538,0.3,1,1.3,0.1,0.1,0.5,0.5,0.8,1.6,2014,84,268,"UNC",2002,2015,"Not Rookie",0.8,2.3,"C",5,12
"Kendall Marshall","PG",23,"MIL",28,3,14.9,1.6,3.6,0.455,0.6,1.6,0.391,1,2,0.509,0.545,0.3,0.3,0.889,0.1,0.9,1,3.1,0.8,0,1.3,0.9,4.2,2014,76,200,"UNC",2013,2016,"Not Rookie",2,5.8,"PG",1,1
"P.J. Hairston","SG",22,"CHO",45,2,15.3,1.9,6,0.323,1.1,3.6,0.301,0.8,2.4,0.358,0.414,0.7,0.8,0.861,0.5,1.6,2,0.5,0.5,0.3,0.5,1.4,5.6,2014,78,230,"UNC",2015,2016,"Not Rookie",4.1,4.3,"SG",2,-1
"Tyler Hansbrough","PF",29,"TOR",74,8,14.3,1.2,2.2,0.521,0,0.1,0.143,1.1,2.1,0.538,0.524,1.3,1.9,0.698,1.4,2.1,3.6,0.3,0.4,0.2,0.3,1.9,3.6,2014,81,250,"UNC",2010,2016,"Not Rookie",1,6.8,"PF",4,4
"Kendall Marshall","PG",24,"PHI",30,6,13.3,1.4,3.9,0.364,0.5,1.6,0.327,0.9,2.3,0.391,0.432,0.3,0.4,0.692,0.1,0.9,0.9,2.4,0.5,0.1,1.4,1,3.7,2015,76,200,"UNC",2013,2016,"Not Rookie",2.5,3.7,"PG",1,2
"P.J. Hairston","SF",23,"TOT",66,52,19.9,2.2,6.2,0.355,1.1,3.7,0.29,1.1,2.5,0.449,0.441,0.8,1,0.781,0.4,2.3,2.6,0.6,0.5,0.2,0.6,2.1,6.2,2015,78,230,"UNC",2015,2016,"Rookie",4,5.5,"SF",3,0
"Tyler Hansbrough","PF",30,"CHO",44,0,7.8,0.7,1.6,0.451,0,0.1,0.667,0.7,1.5,0.441,0.465,0.9,1.5,0.585,0.9,1.1,2,0.2,0.3,0.2,0.3,1.3,2.4,2015,81,250,"UNC",2010,2016,"Not Rookie",0.9,3.9,"PF",4,5
